5,171609	5,088150	4,862585
5,204415	5,121558	4,866842
5,236914	5,154387	4,871573
5,268118	5,186384	4,876758
5,299076	5,217772	4,882379
5,328591	5,248257	4,888413
5,357919	5,278108	4,894843
5,385674	5,306992	4,901646
5,413296	5,335224	4,908805
5,439230	5,362433	4,916297
5,465086	5,388974	4,924107
5,489153	5,414448	4,932209
5,513195	5,439244	4,940589
5,535363	5,462934	4,949224
5,557554	5,485941	4,958097
5,577802	5,507812	4,967187
5,598119	5,528998	4,976477
5,616439	5,549028	4,985946
5,634871	5,568374	4,995579
5,651264	5,586550	5,005354
5,667811	5,604048	5,015257
5,682292	5,620370	5,025267
5,696963	5,636023	5,035371
5,709554	5,650500	5,045547
5,722370	5,664321	5,055784
5,733103	5,676973	5,066060
5,744092	5,688984	5,076366
5,753009	5,699839	5,086680
5,762211	5,710072	5,096993
5,769360	5,719167	5,107286
5,776819	5,727661	5,117548
5,782257	5,735041	5,127763
5,788026	5,741843	5,137921
5,791815	5,747560	5,148005
5,795954	5,752724	5,158007
5,798163	5,756837	5,167911
5,800738	5,760423	5,177710
5,801440	5,762995	5,187388
5,802520	5,765069	5,196940
5,801793	5,766170	5,206352
5,801455	5,766802	5,215617
5,799381	5,766506	5,224724
5,797703	5,765772	5,233666
5,794366	5,764156	5,242433
5,791429	5,762133	5,251021
5,786917	5,759278	5,259418
5,782808	5,756047	5,267622
5,777209	5,752036	5,275623
5,772013	5,747682	5,283418
5,765418	5,742600	5,290999
5,759224	5,737207	5,298364
5,751723	5,731142	5,305506
5,744619	5,724797	5,312424
5,736304	5,717834	5,319111
5,728379	5,710624	5,325566
5,719341	5,702852	5,331786
5,710684	5,694864	5,337768
5,701011	5,686370	5,343510
5,691710	5,677691	5,349013
5,681492	5,668561	5,354272
5,671634	5,659277	5,359289
5,660956	5,649597	5,364062
5,650626	5,639793	5,368592
5,639574	5,629647	5,372879
5,628856	5,619405	5,376923
5,617511	5,608874	5,380726
5,606485	5,598276	5,384289
5,594927	5,587441	5,387612
5,583670	5,576564	5,390700
5,571975	5,565501	5,393552
5,560565	5,554422	5,396172
5,548804	5,543205	5,398563
5,537312	5,531997	5,400727
5,525556	5,520697	5,402668
5,514050	5,509429	5,404389
5,502363	5,498114	5,405893
5,490908	5,486851	5,407185
5,479353	5,475585	5,408268
5,468010	5,464391	5,409147
5,456644	5,453233	5,409825
5,445470	5,442167	5,410309
5,434345	5,431174	5,410602
5,423394	5,420290	5,410709
5,412560	5,409515	5,410635
5,401881	5,398863	5,410385
5,391381	5,388354	5,409965
5,381018	5,377982	5,409379
5,370895	5,367783	5,408633
5,360889	5,357733	5,407733
5,351176	5,347884	5,406684
5,341564	5,338195	5,405491
5,332295	5,328732	5,404161
5,323108	5,319438	5,402698
5,314311	5,310393	5,401110
5,305577	5,301525	5,399400
5,297274	5,292925	5,397576
5,289019	5,284509	5,395642
5,281230	5,276378	5,393606
5,273472	5,268437	5,391471
5,266213	5,260795	5,389244
5,258970	5,253347	5,386931
5,252251	5,246211	5,384538
5,245535	5,239270	5,382069
5,239366	5,232651	5,379531
5,233185	5,226229	5,376929
5,227570	5,220137	5,374268
5,221930	5,214242	5,371554
5,216870	5,208681	5,368793
5,211773	5,203317	5,365988
5,207266	5,198290	5,363146
5,202711	5,193457	5,360271
5,198752	5,188964	5,357370
5,194735	5,184661	5,354445
5,191317	5,180696	5,351503
5,187831	5,176919	5,348547
5,184944	5,173477	5,345583
5,181979	5,170217	5,342614
5,179610	5,167288	5,339646
5,177155	5,164536	5,336681
5,175288	5,162109	5,333726
5,173330	5,159853	5,330782
5,171948	5,157914	5,327854
5,170470	5,156139	5,324946
5,169556	5,154672	5,322062
5,168539	5,153362	5,319204
5,168072	5,152350	5,316377
5,167499	5,151487	5,313583
5,167457	5,150912	5,310825
5,167305	5,150476	5,308106
5,167665	5,150316	5,305430
5,167913	5,150287	5,302798
5,168652	5,150520	5,300213
5,169277	5,150877	5,297677
5,170370	5,151481	5,295194
5,171347	5,152199	5,292764
5,172769	5,153151	5,290390
5,174074	5,154208	5,288073
5,175799	5,155483	5,285815
5,177407	5,156854	5,283619
5,179408	5,158428	5,281484
5,181294	5,160088	5,279413
5,183546	5,161936	5,277408
5,185684	5,163860	5,275467
5,188160	5,165956	5,273594
5,190525	5,168120	5,271787
5,193199	5,170440	5,270050
5,195765	5,172818	5,268381
5,198612	5,175336	5,266781
5,201353	5,177903	5,265251
5,204347	5,180594	5,263791
5,207240	5,183326	5,262400
5,210357	5,186167	5,261080
5,213376	5,189040	5,259830
5,216592	5,192005	5,258650
5,219713	5,194995	5,257539
5,223005	5,198062	5,256498
5,226206	5,201145	5,255525
5,229550	5,204292	5,254621
5,232809	5,207447	5,253784
5,236185	5,210651	5,253014
5,239481	5,213856	5,252311
5,242867	5,217096	5,251673
5,246179	5,220331	5,251099
5,249557	5,223587	5,250589
5,252865	5,226831	5,250142
5,256216	5,230085	5,249756
5,259503	5,233321	5,249430
5,262809	5,236554	5,249163
5,266057	5,239763	5,248955
5,269304	5,242958	5,248803
5,272497	5,246125	5,248706
5,275668	5,249266	5,248662
5,278792	5,252375	5,248672
5,281875	5,255449	5,248732
5,284915	5,258485	5,248841
5,287897	5,261477	5,248999
5,290841	5,264428	5,249203
5,293711	5,267326	5,249452
5,296548	5,270180	5,249744
5,299296	5,272973	5,250078
5,302016	5,275720	5,250451
5,304633	5,278398	5,250864
5,307228	5,281027	5,251312
5,309706	5,283582	5,251796
5,312168	5,286085	5,252314
5,314502	5,288510	5,252863
5,316823	5,290880	5,253443
5,319007	5,293167	5,254051
5,321184	5,295399	5,254685
5,323214	5,297543	5,255345
5,325241	5,299631	5,256029
5,327114	5,301629	5,256735
5,328988	5,303569	5,257461
5,330703	5,305417	5,258205
5,332422	5,307207	5,258968
5,333977	5,308902	5,259745
5,335541	5,310540	5,260537
5,336936	5,312082	5,261341
5,338343	5,313567	5,262157
5,339580	5,314955	5,262982
5,340831	5,316287	5,263816
5,341911	5,317522	5,264656
5,343008	5,318703	5,265502
5,343933	5,319786	5,266352
5,344878	5,320816	5,267204
5,345652	5,321749	5,268059
5,346448	5,322631	5,268913
5,347074	5,323418	5,269767
5,347726	5,324155	5,270618
5,348209	5,324800	5,271466
5,348719	5,325395	5,272310
5,349064	5,325901	5,273148
5,349438	5,326360	5,273980
5,349651	5,326731	5,274804
5,349895	5,327058	5,275620
5,349981	5,327301	5,276427
5,350099	5,327501	5,277223
5,350066	5,327621	5,278008
5,350065	5,327700	5,278782
5,349919	5,327702	5,279542
5,349805	5,327667	5,280289
5,349552	5,327559	5,281022
5,349333	5,327415	5,281741
5,348981	5,327202	5,282444
5,348663	5,326957	5,283131
5,348220	5,326647	5,283802
5,347810	5,326307	5,284456
5,347282	5,325906	5,285092
5,346787	5,325479	5,285710
5,346183	5,324995	5,286311
5,345611	5,324487	5,286892
5,344938	5,323927	5,287455
5,344297	5,323346	5,287999
5,343561	5,322717	5,288523
5,342858	5,322070	5,289028
5,342068	5,321380	5,289513
5,341309	5,320674	5,289978
5,340473	5,319929	5,290423
5,339666	5,319171	5,290848
5,338790	5,318379	5,291253
5,337943	5,317577	5,291638
5,337034	5,316745	5,292002
5,336153	5,315904	5,292347
5,335218	5,315039	5,292671
5,334310	5,314167	5,292976
5,333357	5,313275	5,293260
5,332428	5,312379	5,293525
5,331461	5,311466	5,293770
5,330519	5,310552	5,293996
5,329545	5,309625	5,294203
5,328594	5,308698	5,294391
5,327620	5,307763	5,294561
5,326666	5,306831	5,294712
5,325697	5,305893	5,294845
5,324746	5,304960	5,294960
5,323786	5,304025	5,295058
5,322844	5,303096	5,295138
5,321898	5,302169	5,295202
5,320969	5,301250	5,295250
5,320042	5,300335	5,295282
5,319130	5,299430	5,295298
5,318227	5,298533	5,295298
5,317337	5,297645	5,295284
5,316460	5,296769	5,295256
5,315595	5,295904	5,295214
5,314749	5,295053	5,295158
5,313913	5,294214	5,295090
5,313100	5,293391	5,295009
5,312296	5,292581	5,294915
5,311520	5,291790	5,294810
5,310750	5,291012	5,294694
5,310012	5,290254	5,294567
5,309280	5,289511	5,294430
5,308582	5,288790	5,294284
5,307889	5,288084	5,294128
5,307233	5,287401	5,293963
5,306581	5,286734	5,293790
5,305969	5,286092	5,293609
5,305359	5,285465	5,293421
5,304792	5,284864	5,293225
5,304226	5,284279	5,293024
5,303704	5,283721	5,292816
5,303181	5,283179	5,292603
5,302706	5,282664	5,292385
5,302228	5,282165	5,292162
5,301798	5,281694	5,291935
5,301365	5,281239	5,291704
5,300981	5,280813	5,291470
5,300593	5,280402	5,291233
5,300255	5,280019	5,290994
5,299912	5,279653	5,290753
5,299618	5,279314	5,290510
5,299319	5,278991	5,290265
5,299070	5,278696	5,290020
5,298814	5,278416	5,289774
5,298608	5,278163	5,289528
5,298395	5,277926	5,289282
5,298231	5,277715	5,289037
5,298059	5,277519	5,288793
5,297935	5,277349	5,288550
5,297804	5,277192	5,288308
5,297719	5,277062	5,288068
5,297626	5,276945	5,287830
5,297579	5,276852	5,287595
5,297523	5,276772	5,287362
5,297511	5,276716	5,287132
5,297491	5,276672	5,286905
5,297513	5,276651	5,286682
5,297526	5,276641	5,286462
5,297580	5,276652	5,286246
5,297624	5,276675	5,286034
5,297708	5,276718	5,285827
5,297783	5,276770	5,285623
5,297894	5,276843	5,285424
5,297996	5,276924	5,285230
5,298133	5,277023	5,285041
5,298261	5,277131	5,284857
5,298422	5,277256	5,284677
5,298573	5,277388	5,284503
5,298754	5,277536	5,284335
5,298927	5,277690	5,284171
5,299128	5,277859	5,284014
