P1\tP2\tP3\n0,074885	0,027283	0,000454
0,687723	0,267681	0,004896
1,215278	0,610738	0,014968
1,696127	1,001222	0,031365
2,151908	1,412370	0,054324
2,588340	1,829478	0,083835
3,015016	2,246815	0,119794
3,427329	2,659108	0,162009
3,834206	3,066297	0,210291
4,226379	3,464969	0,264398
4,614732	3,856946	0,324121
4,986887	4,238860	0,389200
5,356162	4,613447	0,459425
5,707607	4,976977	0,534524
6,056928	5,332829	0,614291
6,386900	5,676847	0,698450
6,715438	6,012947	0,786796
7,023281	6,336570	0,879053
7,330340	6,652106	0,975021
7,615544	6,954630	1,074423
7,900581	7,248954	1,177064
8,162784	7,529836	1,282667
8,425405	7,802458	1,391045
8,664394	8,061307	1,501925
8,904352	8,311885	1,615125
9,120055	8,548453	1,730376
9,337242	8,776786	1,847505
9,529721	8,990964	1,966246
9,724162	9,196987	2,086438
9,893604	9,388795	2,207819
10,065450	9,572570	2,330235
10,212161	9,742154	2,453435
10,361680	9,903863	2,577274
10,486076	10,051484	2,701507
10,613647	10,191425	2,826000
10,716245	10,317451	2,950517
10,822348	10,436025	3,074934
10,903760	10,540927	3,199026
10,988969	10,638632	3,322677
11,049892	10,722971	3,445674
11,114866	10,800396	3,567911
11,156072	10,864819	3,689187
11,201548	10,922634	3,809406
11,223877	10,967862	3,928377
11,250660	11,006808	4,046017
11,255013	11,033632	4,162146
11,263968	11,054517	4,276690
11,251298	11,063786	4,389482
11,243343	11,067475	4,500460
11,214644	11,060091	4,609469
11,190742	11,047495	4,716455
11,147045	11,024404	4,821277
11,108195	10,996479	4,923892
11,050557	10,958662	5,024171
10,997787	10,916396	5,122079
10,927288	10,864863	5,217501
10,861649	10,809270	5,310412
10,779378	10,745053	5,400710
10,701935	10,677168	5,488377
10,608992	10,601315	5,573325
10,520817	10,522182	5,655544
10,418300	10,435748	5,734958
10,320467	10,346420	5,811566
10,209467	10,250460	5,885305
10,103048	10,151990	5,956180
9,984644	10,047558	6,024139
9,870697	9,940989	6,089197
9,745953	9,829127	6,151312
9,625523	9,715495	6,210505
9,495478	9,597230	6,266747
9,369588	9,477552	6,320064
9,235255	9,353892	6,370439
9,104905	9,229163	6,417901
8,967266	9,101090	6,462445
8,833424	8,972281	6,504106
8,693427	8,840749	6,542888
8,557029	8,708799	6,578831
8,415582	8,574729	6,611947
8,277528	8,440546	6,642281
8,135499	8,304824	6,669855
7,996649	8,169276	6,694716
7,854861	8,032748	6,716894
7,716032	7,896666	6,736440
7,575264	7,760138	6,753392
7,437230	7,624309	6,767803
7,298211	7,488543	6,779718
7,161698	7,353712	6,789193
7,025108	7,219422	6,796277
6,890795	7,086286	6,801031
6,757265	6,954143	6,803508
6,625781	6,823353	6,803770
6,495889	6,693976	6,801877
6,367814	6,566133	6,797890
6,242087	6,440094	6,791873
6,117951	6,315752	6,783890
5,996863	6,193572	6,774008
5,877145	6,073234	6,762290
5,761120	5,955386	6,748807
5,646246	5,839506	6,733623
5,535657	5,726411	6,716810
5,426006	5,615393	6,698432
5,321174	5,507424	6,678565
5,217073	5,401623	6,657269
5,118270	5,299104	6,634623
5,019999	5,198828	6,610686
4,927449	5,102034	6,585539
4,835239	5,007541	6,559239
4,749118	4,916702	6,531866
4,663155	4,828206	6,503477
4,583595	4,743505	6,474153
4,504018	4,661172	6,443947
4,431106	4,582749	6,412940
4,358013	4,506705	6,381185
4,291795	4,434655	6,348760
4,225241	4,364983	6,315716
4,165723	4,299362	6,282131
4,105724	4,236104	6,248053
4,052874	4,176930	6,213558
3,999409	4,120091	6,178692
3,953160	4,067343	6,143529
3,906173	4,016890	6,108113
3,866423	3,970514	6,072514
3,825824	3,926383	6,036774
3,792443	3,886291	6,000962
3,758111	3,848385	5,965115
3,730940	3,814459	5,929301
3,702726	3,782651	5,893553
3,681579	3,754746	5,857937
3,659309	3,728882	5,822483
3,643976	3,706827	5,787252
3,627451	3,686729	5,752273
3,617702	3,670329	5,717603
3,606703	3,655796	5,683268
3,602289	3,644836	5,649322
3,596576	3,635646	5,615788
3,597233	3,629891	5,582717
3,596552	3,625806	5,550127
3,602000	3,625005	5,518067
3,606081	3,625771	5,486552
3,616030	3,629660	5,455626
3,624592	3,635009	5,425304
3,638742	3,643312	5,395624
3,651494	3,652964	5,366598
3,669537	3,665395	5,338262
3,686180	3,679064	5,310625
3,707806	3,695330	5,283717
3,728035	3,712721	5,257547
3,752928	3,732522	5,232141
3,776437	3,753336	5,207503
3,804280	3,776370	5,183658
3,830759	3,800305	5,160608
3,861237	3,826268	5,138373
3,890378	3,853022	5,116953
3,923178	3,881610	5,096364
3,954672	3,910879	5,076605
3,989485	3,941791	5,057688
4,023031	3,973276	5,039609
4,059553	4,006212	5,022378
4,094851	4,039618	5,005989
4,132786	4,074285	4,990450
4,169545	4,109320	4,975751
4,208605	4,145431	4,961897
4,246539	4,181812	4,948879
4,286445	4,219086	4,936696
4,325279	4,256537	4,925339
4,365763	4,294704	4,914806
4,405232	4,332958	4,905083
4,446036	4,371757	4,896168
4,485886	4,410556	4,888046
4,526765	4,449735	4,880710
4,566752	4,488834	4,874146
4,607474	4,528156	4,868345
4,647369	4,567320	4,863292
4,687715	4,606556	4,858975
4,727299	4,645564	4,855379
4,767066	4,684500	4,852489
4,806136	4,723143	4,850290
4,845131	4,761578	4,848767
4,883497	4,799659	4,847902
4,921547	4,837407	4,847679
4,959033	4,874745	4,848081
4,995976	4,911633	4,849089
5,032420	4,948060	4,850686
5,068110	4,983927	4,852852
5,103366	5,019289	4,855571
5,137673	5,053992	4,858821
